date,#0,#1,#2,#3,#4,#5,#6,#7,#8,#9
2020-1-1,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-2,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-3,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-4,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-5,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-6,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-7,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-8,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-9,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-10,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-11,2429129807113296,76561198005985428,76561198825880947,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-12,2429129807113296,76561198005985428,2985005531524930,76561198825880947,76561198111059178,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198120204584
2020-1-13,2429129807113296,76561198005985428,2985005531524930,76561198825880947,76561198111059178,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-1-14,2429129807113296,76561198005985428,2985005531524930,76561198825880947,76561198111059178,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-1-15,2429129807113296,76561198005985428,2985005531524930,76561198825880947,76561198111059178,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-1-16,2429129807113296,76561198005985428,2985005531524930,76561198825880947,76561198111059178,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-1-17,2429129807113296,76561198005985428,2985005531524930,76561198825880947,76561198111059178,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-1-18,2429129807113296,76561198005985428,2985005531524930,76561198825880947,76561198111059178,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-1-19,2429129807113296,76561198005985428,2985005531524930,76561198825880947,76561198111059178,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-1-20,2429129807113296,76561198005985428,2985005531524930,76561198111059178,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-1-21,2429129807113296,76561198005985428,2985005531524930,76561198111059178,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-1-22,2429129807113296,76561198005985428,2985005531524930,76561198111059178,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-1-23,2429129807113296,76561198005985428,2985005531524930,76561198111059178,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-1-24,2429129807113296,76561198005985428,2985005531524930,76561198111059178,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-1-25,2429129807113296,76561198005985428,2985005531524930,76561198111059178,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198052069531
2020-1-26,2429129807113296,76561198005985428,2985005531524930,76561198111059178,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198052069531,76561198282478873
2020-1-27,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198052069531,76561198282478873
2020-1-28,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198052069531,76561198282478873
2020-1-29,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198052069531,76561198282478873
2020-1-30,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198052069531,76561198282478873
2020-1-31,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198052069531
2020-2-1,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198052069531
2020-2-2,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198052069531
2020-2-3,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198052069531
2020-2-4,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198052069531
2020-2-5,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-2-6,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-2-7,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-2-8,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-2-9,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-10,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-11,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-12,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-13,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-14,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-15,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-16,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-17,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-18,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-19,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-2-20,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198119167830,76561198319594601
2020-2-21,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198119167830,76561198319594601
2020-2-22,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198119167830,76561198319594601
2020-2-23,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198319594601,76561198119167830
2020-2-24,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198319594601,76561198119167830
2020-2-25,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198373858287,76561198825880947,76561198051018941,76561198153055189,76561198319594601,76561198119167830
2020-2-26,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198119167830
2020-2-27,2429129807113296,76561198005985428,76561198111059178,2985005531524930,76561198825880947,76561198373858287,76561198051018941,76561198153055189,76561198119167830,76561198319594601
2020-2-28,2429129807113296,76561198005985428,76561198111059178,76561198825880947,2985005531524930,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198119167830
2020-2-29,2429129807113296,76561198005985428,76561198111059178,76561198825880947,2985005531524930,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198119167830
2020-3-1,2429129807113296,76561198005985428,76561198111059178,76561198825880947,2985005531524930,76561198373858287,76561198051018941,76561198153055189,76561198319594601,76561198119167830
2020-3-2,2429129807113296,76561198005985428,76561198111059178,76561198825880947,2985005531524930,76561198373858287,76561198051018941,76561198282478873,76561198153055189,76561198119167830
2020-3-3,2429129807113296,76561198005985428,76561198111059178,76561198825880947,2985005531524930,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198119167830
2020-3-4,2429129807113296,76561198005985428,76561198111059178,76561198825880947,2985005531524930,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-5,2429129807113296,76561198005985428,76561198111059178,76561198825880947,2985005531524930,76561198373858287,76561198051018941,76561198153055189,76561198282478873,76561198119167830
2020-3-6,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-7,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-8,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-9,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-10,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-11,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-12,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-13,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,2706482852701803
2020-3-14,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,2706482852701803
2020-3-15,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-16,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198282478873,76561198319594601
2020-3-17,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-18,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-19,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-20,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-21,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-22,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-23,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-24,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-25,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-26,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-27,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-28,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-29,2429129807113296,76561198005985428,76561198111059178,76561198825880947,76561198373858287,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-30,2429129807113296,76561198005985428,76561198111059178,76561198373858287,76561198825880947,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198282478873
2020-3-31,2429129807113296,76561198005985428,76561198111059178,76561198373858287,76561198825880947,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198023179088
2020-4-1,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,76561198319594601,76561198023179088
2020-4-2,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,76561198319594601,2706482852701803
2020-4-3,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,76561198355532572,76561198319594601
2020-4-4,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,76561198355532572,2706482852701803
2020-4-5,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,76561198355532572,2706482852701803
2020-4-6,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-7,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-8,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-9,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-10,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-11,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-12,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-13,2429129807113296,76561198005985428,76561198373858287,76561198111059178,76561198825880947,2985005531524930,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-14,2429129807113296,76561198005985428,76561198373858287,76561198111059178,2985005531524930,76561198825880947,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-15,2429129807113296,76561198005985428,76561198373858287,76561198111059178,2985005531524930,76561198825880947,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-16,2429129807113296,76561198005985428,76561198373858287,76561198111059178,2985005531524930,76561198825880947,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-17,2429129807113296,76561198005985428,76561198373858287,76561198111059178,2985005531524930,76561198825880947,76561198051018941,76561198153055189,2706482852701803,76561198355532572
2020-4-18,2429129807113296,76561198005985428,76561198373858287,2985005531524930,76561198111059178,76561198825880947,76561198051018941,2706482852701803,76561198153055189,76561198355532572
2020-4-19,2429129807113296,76561198005985428,76561198373858287,2985005531524930,76561198111059178,76561198825880947,76561198051018941,2706482852701803,76561198153055189,76561198355532572
2020-4-20,2429129807113296,76561198005985428,76561198373858287,2985005531524930,76561198111059178,76561198825880947,76561198051018941,2706482852701803,76561198153055189,76561198355532572
2020-4-21,2429129807113296,76561198005985428,76561198373858287,2985005531524930,76561198111059178,76561198825880947,76561198051018941,2706482852701803,76561198355532572,76561198153055189
2020-4-22,2429129807113296,76561198005985428,76561198373858287,2985005531524930,76561198111059178,76561198825880947,76561198051018941,76561198355532572,2706482852701803,76561198153055189
2020-4-23,2429129807113296,76561198005985428,76561198373858287,2985005531524930,76561198111059178,76561198825880947,76561198051018941,76561198355532572,2706482852701803,76561198153055189
2020-4-24,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198825880947,76561198051018941,76561198355532572,2706482852701803,76561198153055189
2020-4-25,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-4-26,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-4-27,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-4-28,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-4-29,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-4-30,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-1,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-2,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-3,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198051018941,76561198111059178,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-4,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198051018941,76561198111059178,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-5,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198051018941,76561198111059178,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-6,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198051018941,76561198111059178,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-7,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198051018941,76561198111059178,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-8,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-9,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-10,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
2020-5-11,2429129807113296,76561198005985428,2985005531524930,76561198373858287,76561198111059178,76561198051018941,76561198825880947,76561198355532572,2706482852701803,76561198153055189
